"id","title","stage","session_type","duration","room","timeslot","presenter1","presenter2"
1464,"Planning and Facilitating Release Retrospectives","Agile & Organizational Culture","Experience report","30 minutes","City Hall Room","Friday 08:30-10:00","Michael Maham",
2785,"The (Fr)Agile Organisation - (an experience report of trying to make an Agile culture stick)","Agile & Organizational Culture","Experience report","30 minutes","City Hall Room","Friday 08:30-10:00","Marcus Evans",
4295,"Integrating Software by Integrating People","Agile & Organizational Culture","Experience report","30 minutes","City Hall Room","Friday 08:30-10:00","Todd Little",
493,"Jazz improvisation as a metaphor for understanding agile development organizational behavior","Agile & Organizational Culture","Talk","60 minutes","Kenora","Tuesday 10:45-12:15","Charles Suscheck",
247,"An HR Perspective on Agile Careers in Corporations - Survey Results, Analysis and Forecast","Agile & Organizational Culture","Talk","60 minutes","Kenora","Tuesday 14:00-15:30","Timothy Brown",
3357,"Agile Communities in Japan","Agile & Organizational Culture","Talk","30 minutes","Kenora","Tuesday 14:00-15:30","Tsutomu Yasui","Yukie Kushida"
3058,"When Working Software Is Not Enough: A Story of Project Failure","Agile & Organizational Culture","Talk","90 minutes","Kenora","Tuesday 16:00-17:30","Mitch Lacey",
2797,"From Waterfall to Agile â€“ transforming the mindset","Agile & Organizational Culture","Experience report","30 minutes","Kenora","Wednesday 08:30-10:00","Kalpana Sureshchandra","Jagadish Shrinivasavadhani"
4267,"Tidal Wave: The Game Changing Transformation","Agile & Organizational Culture","Experience report","30 minutes","Kenora","Wednesday 08:30-10:00","Mun-Wai Chung","Sofyan Nugroho"
4403,"Forming to Performing: Transitioning Large-Scale Project Into Agile","Agile & Organizational Culture","Experience report","30 minutes","Kenora","Wednesday 08:30-10:00","Eric Lee",
789,"â€œCome Together, right nowâ€â€“How the songs of The Beatles helped our Product Owners and Teams Live in Harmony","Agile & Organizational Culture","Experience report","30 minutes","Kenora","Wednesday 10:30-12:00","Anne Moon",
833,"Implementing Agile at MyBoeingFleet.com and Beyond","Agile & Organizational Culture","Experience report","30 minutes","Kenora","Wednesday 10:30-12:00","Joe Fecarotta",
966,"SOX Compliant Agile Processes","Agile & Organizational Culture","Experience report","30 minutes","Kenora","Wednesday 10:30-12:00","Sumit Gupta",
1573,"Dead Sheepdog: Ethical Dilemmas and Agile Software Development","Agile & Organizational Culture","Talk","90 minutes","Kenora","Wednesday 14:00-15:30","Ken H. Judy","Steven ""Doc"" List"
3632,"How to Get Started with Enterprise Agile Adoption: An Emergent Organizational Change Approach","Agile & Organizational Culture","Talk","90 minutes","Kenora","Wednesday 16:00-17:30","Michael Hamman",
3876,"Refactoring of Cultural Smells ","Agile & Organizational Culture","Tutorial","90 minutes","Kenora","Thursday 08:30-10:00","Orit  Hazzan","Yael Dubinsky"
3489,"A better culture change approach for busy practitioners","Agile & Organizational Culture","Tutorial","90 minutes","Kenora","Thursday 10:30-12:00","Mike Russell","Amy Levine"
242,"Agile Supports Improved Culture and Quality for Healthwise","Agile & Organizational Culture","Experience report","30 minutes","Kenora","Thursday 14:00-15:30","David Starr","Ken Long"
1337,"Executing Agile in a Structured Organization: Government","Agile & Organizational Culture","Experience report","30 minutes","Kenora","Thursday 14:00-15:30","Robyn Johnson","Michael McCullough"
4771,"The Accidental Agilists: One Teamâ€™s Journey from Waterfall to Agile","Agile & Organizational Culture","Experience report","30 minutes","Kenora","Thursday 14:00-15:30","Mary Beth Snapp","Diane Dagefoerde"
2119,"Touchy-feely Impediments to Agile Adoption","Agile & Organizational Culture","Talk","90 minutes","Kenora","Thursday 16:00-17:30","Amr Elssamadisy",
2245,"Integrating Scrum with the Process Framework at Yahoo! Europe","Agile & Organizational Culture","Experience report","30 minutes","Kenora","Friday 08:30-10:00","Karl Scotland","Alexandre Boutin"
2877,"Throw-Away - But Recycle! How Scrum affects the PMO","Agile & Organizational Culture","Talk","30 minutes","Kenora","Friday 08:30-10:00","Jochen (Joe) Krebs",
4736,"The Tail and the Dog: Aligning Governance with Agile Project Management","Agile & Organizational Culture","Talk","30 minutes","Kenora","Friday 08:30-10:00","Alan Goerner",
3637,"Extreme Interviewing: Finding the Right People for Your Agile Team","Agile & Organizational Culture","Talk","90 minutes","Kent","Friday 08:30-10:00","Lisamarie Babik","Clement ""James"" Goebel"
376,"Open Source Meets Agile - What can each teach the other?","Breaking Acts","Workshop","180 minutes","Osgoode Ballroom East","Tuesday 14:00-15:30, Tuesday 16:00-17:30","Mary Poppendieck","Christian Reis"
5032,"Agility, Evolution, Emergence, and the Primodial Ooze","Breaking Acts","Talk","90 minutes","Essex Ballroom","Tuesday 10:45-12:15","Brian Foote",
4186,"Coaching self-organizing teams","Breaking Acts","Tutorial","180 minutes","Essex Ballroom","Tuesday 14:00-15:30, Tuesday 16:00-17:30","Joseph Pelrine","Steve Freeman"
1604,"Real Options in a Nutshell - Bottled Common Sense","Breaking Acts","Tutorial","90 minutes","Essex Ballroom","Wednesday 08:30-10:00","Olav Maassen","Chris Matts"
2092,"Stuck in your own code? Alleviate cognitive friction today!","Breaking Acts","Talk","90 minutes","Essex Ballroom","Wednesday 10:30-12:00","RÃ©gis Medina",
741,"Come and Take It! Lean Pull Applied","Breaking Acts","Demonstration","90 minutes","Essex Ballroom","Wednesday 14:00-15:30","Rod Coffin","Don McGreal"
3757,"GTD + Kanban + Round Robin for Product Owners","Breaking Acts","Demonstration","45 minutes","Essex Ballroom","Wednesday 16:00-17:30","Thomas Nilsson",
4949,"Enterprise Agile Consortium - Company to Company Mentorship for Agile Adoption","Breaking Acts","Talk","45 minutes","Essex Ballroom","Wednesday 16:00-17:30","Sue Holstad",
2311,"KFC Development - Finger Lickin' Good","Breaking Acts","Workshop","180 minutes","Essex Ballroom","Thursday 08:30-10:00, Thursday 10:30-12:00","Karl Scotland","Aaron Sanders"
5166,"Artful Making for Agile Teams","Breaking Acts","Workshop","90 minutes","Essex Ballroom","Thursday 14:00-15:30","Lee Devin","Stacia Broderick"
4804,"Estimating Considered Wasteful: Introducing Micro-Releases","Breaking Acts","Talk","90 minutes","Essex Ballroom","Thursday 16:00-17:30","Joshua Kerievsky",
957,"Starting a Kanban System for Software Engineering with Value Stream Maps and Theory of Constraints","Breaking Acts","Tutorial","90 minutes","Essex Ballroom","Friday 08:30-10:00","Corey Ladas",
1420,"The use of Ritual in Agile currently and identifying improving ways to harness the power of ritual","Breaking Acts","Workshop","90 minutes","Windsor East","Tuesday 10:45-12:15","Mark Smith",
1229,"The Pomodoro Technique: can you focus - really focus - for 25 minutes?","Breaking Acts","Tutorial","90 minutes","Windsor East","Tuesday 14:00-15:30","Staffan Noteberg",
1999,"Good Used Cars, Cheap Health Insurance, and Successful Consulting Engagements","Breaking Acts","Talk","90 minutes","Windsor East","Tuesday 16:00-17:30","Michael Nygard",
307,"Starfish are agile!","Breaking Acts","Talk","90 minutes","Windsor East","Wednesday 08:30-10:00","Vinayak Joglekar",
1977,"Can IT Projects be insured?","Breaking Acts","Workshop","90 minutes","Windsor East","Wednesday 10:30-12:00","Graham Oakes",
424,"Agile infrastructure and operations: how infra-gile are you?","Breaking Acts","Experience report","45 minutes","Windsor East","Wednesday 14:00-15:30","Patrick Debois",
570,"Agile and labour turnover - Should I stay or should I go? ","Breaking Acts","Workshop","90 minutes","Windsor East","Wednesday 14:00-15:30","Nicole Belilos","Willem van den Ende"
3483,"The Hidden Life of Groups","Breaking Acts","Talk","90 minutes","Windsor East","Wednesday 16:00-17:30","Dan Mezick",
4064,"Operating on the Creative Edge: Applying Improvisation Techniques in Agile","Breaking Acts","Workshop","180 minutes","Windsor East","Thursday 08:30-10:00, Thursday 10:30-12:00","Jim York","Tobias Mayer"
3887,"Agile development in a medical device company","Breaking Acts","Experience report","45 minutes","Windsor East","Thursday 14:00-15:30","Riaan Rottier","Victor Rodrigues"
3926,"Mature  Agile with a twist of CMMI","Breaking Acts","Experience report","45 minutes","Windsor East","Thursday 14:00-15:30","Carsten Jakobsen",
495,"Separation of concerns: New Practices for Decreasing Coupling and Raising Cohesion","Breaking Acts","Talk","90 minutes","Windsor East","Friday 08:30-10:00","Mario Cardinal",
769,"Agile Game Development","Breaking Acts","Talk","90 minutes","Windsor West","Tuesday 10:45-12:15","Clinton Keith",
917,"Mirror, Mirror on the Wall... Why Me?","Breaking Acts","Workshop","90 minutes","Windsor West","Tuesday 14:00-15:30","Portia Tung","Pascal Van Cauwenberghe"
1468,"Agile Contracting","Breaking Acts","Workshop","90 minutes","Windsor West","Tuesday 16:00-17:30","Rachel Weston","Chris Spagnuolo"
4190,"Value Stream Mapping - Extending Our View to the Enterprise","Breaking Acts","Tutorial","180 minutes","Windsor West","Wednesday 08:30-10:00, Wednesday 10:30-12:00","Alan Shalloway",
2340,"The Doctor is ""In"" - Using the Office Hours Concept to Make Limited Resources Most Effective","Breaking Acts","Experience report","45 minutes","Windsor West","Wednesday 14:00-15:30","Andrea Leszek","Catherine Courage"
3716,"Overcoming Brooks' Law","Breaking Acts","Experience report","45 minutes","Windsor West","Wednesday 16:00-17:30","Kealy Opelt",
4268,"Beginner's Mind--The Zen of Agile","Breaking Acts","Workshop","180 minutes","Windsor West","Thursday 08:30-10:00, Thursday 10:30-12:00","David Hussman","Jean Tabaka"
3567,"Swarming - The Birds and the Bees and Agile","Breaking Acts","Talk","90 minutes","Windsor West","Thursday 14:00-15:30","Tom Perry","Dhaval Panchal"
1930,"The Agile Haiku Workshop","Breaking Acts","Workshop","90 minutes","Windsor West","Thursday 16:00-17:30","Elizabeth Keogh",
4863,"Estimating Relative Complexity","Breaking Acts","Workshop","90 minutes","Windsor West","Friday 08:30-10:00","Steve Bockman",
1226,"Converting Business Value into Actual Money","Customers & Business Value","Tutorial","90 minutes","Civic Ballroom North","Tuesday 10:45-12:15","Luke Hohmann",
4388,"Business Value: Discovering what it is and what to do about it","Customers & Business Value","Workshop","90 minutes","Civic Ballroom North","Tuesday 14:00-15:30","Joseph Little",
552,"Business Value - Soup to Nuts","Customers & Business Value","Other","90 minutes","Civic Ballroom North","Tuesday 16:00-17:30","Andy Pols","Chris Matts"
3266,"Toward Enterprise Agile Scalability:  A New Way to Look at Accounting for Agile Software Development Costs","Customers & Business Value","Tutorial","90 minutes","Civic Ballroom North","Wednesday 08:30-10:00","Pat Reed",
4944,"Crafting User Stories â€“ Four Experts and The Audience Weigh In","Customers & Business Value","Panel","90 minutes","Civic Ballroom North","Wednesday 10:30-12:00","Joshua Kerievsky",
2541,"Delivering Measurable Business Value with Scrum","Customers & Business Value","Tutorial","90 minutes","Civic Ballroom North","Wednesday 14:00-15:30","Ryan Shriver",
1608,"Prioritizing and Sequencing Features: several techniques including â€œMinimal Marketable Featuresâ€","Customers & Business Value","Tutorial","90 minutes","Civic Ballroom North","Wednesday 16:00-17:30","evan campbell",
5075,"User Story Mapping: making sense out of your user story backlog","Customers & Business Value","Tutorial","180 minutes","Civic Ballroom North","Thursday 08:30-10:00, Thursday 10:30-12:00","Jeff Patton",
2887,"From Concept to Product Backlog - What Happens Before Iteration 0?","Customers & Business Value","Tutorial","90 minutes","Civic Ballroom North","Thursday 14:00-15:30","Gerard Meszaros","Janice Aston"
3073,"Creating Shared Understanding with Cards","Customers & Business Value","Tutorial","90 minutes","Civic Ballroom North","Thursday 16:00-17:30","Angela Martin","Artem Marchenko"
4865,"Beyond Agile!  Product Innovation Debate: What and who drives innovation?","Customers & Business Value","Panel","90 minutes","Civic Ballroom North","Friday 08:30-10:00","Thad Scheer","Luke Hohmann"
1728,"Extremely Short Iterations as a Catalyst for Effective Prioritization of Work","Customers & Business Value","Experience report","30 minutes","Civic Ballroom South","Tuesday 10:45-12:15","Mishkin Berteig",
3856,"Establishing an Agile Portfolio to Align IT Investments with Business Needs","Customers & Business Value","Experience report","30 minutes","Civic Ballroom South","Tuesday 10:45-12:15","Joseph C Thomas","Steve Baker"
4655,"Using Agile for Buy vs. Build Decisions","Customers & Business Value","Experience report","30 minutes","Civic Ballroom South","Tuesday 10:45-12:15","Mike Register","Tod Golding"
4739,"Adventures in Agile Contracting: Evolving from Time and Materials to Fixed Price, Fixed Scope, Fixed Schedule Contracts","Customers & Business Value","Experience report","90 minutes","Civic Ballroom South","Tuesday 14:00-15:30","Teresa Franklin",
282,"Money for Nothing and Your Change for Free: Agile Contracts","Customers & Business Value","Talk","90 minutes","Civic Ballroom South","Tuesday 16:00-17:30","Jeff Sutherland",
2170,"The Intermediate Customer Anti-Pattern","Customers & Business Value","Experience report","30 minutes","Civic Ballroom South","Wednesday 08:30-10:00","Tom Perry",
3214,"Successful Customer Collaboration Resulting in the Right Product for the End User","Customers & Business Value","Experience report","30 minutes","Civic Ballroom South","Wednesday 08:30-10:00","Sean Cohan",
4568,"The product owner team","Customers & Business Value","Experience report","30 minutes","Civic Ballroom South","Wednesday 08:30-10:00","Alan de Ste Croix","alan  easton"
1295,"Building Great Products, Incrementally: An Agile Product Owner's Primer","Customers & Business Value","Tutorial","90 minutes","Civic Ballroom South","Wednesday 10:30-12:00","Alex Pukinskis",
1084,"Prioritizing Your Product Backlog","Customers & Business Value","Tutorial","90 minutes","Civic Ballroom South","Wednesday 14:00-15:30","Mike Cohn",
1710,"Manager's Introduction to Test-Driven Development","Customers & Business Value","Demonstration","90 minutes","Civic Ballroom South","Wednesday 16:00-17:30","Dave Nicolette","Karl Scotland"
1159,"Get Your Agile Project Started on the Right Foot: Requirements and Architectural Envisioning","Customers & Business Value","Talk","30 minutes","Civic Ballroom South","Thursday 08:30-10:00","Scott Ambler",
2236,"User Stories and Use Cases? Sure, it even makes sense.","Customers & Business Value","Talk","30 minutes","Civic Ballroom South","Thursday 08:30-10:00","Jamie Allsop",
5047,"Stop confusing my customer! The challenge of balancing frequent feature releases with dependent feature sets in large projects. ","Customers & Business Value","Experience report","30 minutes","Civic Ballroom South","Thursday 08:30-10:00","Angela Vinci",
4916,"Agile Planning in Action","Customers & Business Value","Tutorial","90 minutes","Civic Ballroom South","Thursday 10:30-12:00","James Shore",
823,"The Customer Role in Agile Projects","Customers & Business Value","Workshop","90 minutes","Civic Ballroom South","Thursday 14:00-15:30","Mike Stout","lisa shoop"
1586,"Energize your Strategy through Agility and Innovation","Customers & Business Value","Tutorial","90 minutes","Civic Ballroom South","Thursday 16:00-17:30","Jochen (Joe) Krebs",
2993,"Dude, Where's Our Release Plan?","Customers & Business Value","Tutorial","90 minutes","Civic Ballroom South","Friday 08:30-10:00","David Hussman",
553,"Feature Injection","Customers & Business Value","Tutorial","90 minutes","Kent","Tuesday 10:45-12:15","Chris Matts","Julie Chickering"
1884,"Requirements-Driven Workshops for Large Agile Projects: Essentials for Product, Release and Iteration Planning","Customers & Business Value","Tutorial","180 minutes","Kent","Tuesday 14:00-15:30, Tuesday 16:00-17:30","Ellen Gottesdiener",
2271,"Barely Sufficient Portfolio Management","Customers & Business Value","Tutorial","180 minutes","Kent","Wednesday 08:30-10:00, Wednesday 10:30-12:00","Todd Little","Kent McDonald"
1225,"Managing the Middle: Product Owners and the Politics of Backlog Management","Customers & Business Value","Workshop","90 minutes","Kent","Wednesday 14:00-15:30","Luke Hohmann",
2037,"Release Planning (The Small Card Game)","Customers & Business Value","Tutorial","90 minutes","Kent","Wednesday 16:00-17:30","Chet Hendrickson","Ron Jeffries"
4712,"The Aikido of Agile Project Metrics","Customers & Business Value","Tutorial","90 minutes","Kent","Thursday 14:00-15:30","Alan Goerner",
3868,"Exploring user stories through mind mapping","Customers & Business Value","Workshop","90 minutes","Kent","Thursday 16:00-17:30","Kenji Hiranabe","Takeshi Kakeda"
3051,"Pragmatic Personas: Connecting With Developers Via TDD","User Experience","Tutorial","90 minutes","Dufferin","Tuesday 10:45-12:15","David Hussman",
1140,"Agile and Paper Prototyping","User Experience","Tutorial","180 minutes","Dufferin","Tuesday 14:00-15:30, Tuesday 16:00-17:30","Todd Zaki Warfel",
4765,"Mental Models: Sparking Creativity Through Empathy","User Experience","Workshop","180 minutes","Dufferin","Wednesday 08:30-10:00, Wednesday 10:30-12:00","Indi Young",
4574,"User Interface Design Studio","User Experience","Tutorial","180 minutes","Dufferin","Wednesday 14:00-15:30, Wednesday 16:00-17:30","Jeff White","Jim Ungar"
4213,"Sketchboards and Prototypes: Agile methods for better and faster UX solutions","User Experience","Tutorial","180 minutes","Dufferin","Thursday 08:30-10:00, Thursday 10:30-12:00","Dan Harrelson","Leah Buley"
4860,"The User Feedback Two-Step","User Experience","Tutorial","180 minutes","Dufferin","Thursday 14:00-15:30, Thursday 16:00-17:30","Hugh Beyer",
3860,"The UX Graffiti Wall","User Experience","Other","30 minutes","Dufferin","Friday 08:30-10:00","Peter Roessler","Anshu  Agarwal"
5097,"Meshing Gears: Real-world examples of how design and development integrate -- and fail to","User Experience","Talk","60 minutes","Dufferin","Friday 08:30-10:00","William Pietri","Amanda Willoughby"
5082,"Secrets of a Sticky Note Ninja : Rapid Ideation and Problem-Solving with Post-It Notes","User Experience","Workshop","90 minutes","Simcoe&Dufferin","Tuesday 14:00-15:30","Kate Rutter",
5085,"Postcard Patterns: An Agile Pattern Creation Process","User Experience","Tutorial","90 minutes","Simcoe&Dufferin","Tuesday 16:00-17:30","Ian Swinson","Jason Winters"
3265,"An Agile Approach to Proposition Assessment","User Experience","Experience report","30 minutes","Simcoe&Dufferin","Wednesday 08:30-10:00","Luke Barrett",
4391,"User Interface Design in an Agile Environment: The Design Studio Approach","User Experience","Experience report","30 minutes","Simcoe&Dufferin","Wednesday 08:30-10:00","Jim Ungar",
4790,"Using lightweight analysis techniques to workshop shared solutions","User Experience","Tutorial","90 minutes","Simcoe&Dufferin","Wednesday 10:30-12:00","Luke Barrett",
542,"Two Case Studies of User Experience Design and Agile Development","User Experience","Experience report","30 minutes","Simcoe&Dufferin","Wednesday 14:00-15:30","Maryam Najafi","Len Toyoshiba"
4912,"Are You Sure? Really? A Contextual Approach to Agile User Research","User Experience","Experience report","30 minutes","Simcoe&Dufferin","Wednesday 14:00-15:30","Josh Evnin","Marjorie Pries"
5037,"Using Persona with XP at LANDesk Software, an Avocent Company","User Experience","Experience report","30 minutes","Simcoe&Dufferin","Wednesday 14:00-15:30","David Broschinsky","Lisa Baker"
3553,"Experience report: Design to Delivery in 7 Weeks","User Experience","Experience report","30 minutes","Simcoe&Dufferin","Wednesday 16:00-17:30","Jade Ohlhauser",
3679,"Product Innovation is Practical, Important, and Possible","User Experience","Experience report","30 minutes","Simcoe&Dufferin","Wednesday 16:00-17:30","Theresa Smith",
4316,"U-SCRUM: An Agile Methodology for Promoting Usability","User Experience","Experience report","30 minutes","Simcoe&Dufferin","Wednesday 16:00-17:30","Mona Singh",
262,"What is user experience? ","User Experience","Other","30 minutes","Simcoe&Dufferin","Thursday 19:00-21:00","Elizabeth Whitworth",
2188,"Rethinking Unit Testing: xUnit.net","Tools for Agility","Demonstration","90 minutes","Osgoode Ballroom East","Tuesday 10:45-12:15","James Newkirk","Brad Wilson"
3191,"Tangible Bug Tracking using LEGO bricks","Tools for Agility","Talk","30 minutes","Sheraton Hall A","Tuesday 10:45-12:15","Takeshi Kakeda",
3793,"See Large Scale Multi-Stage Continuous Integration in Real Time","Tools for Agility","Demonstration","30 minutes","Sheraton Hall A","Tuesday 10:45-12:15","Damon Poole","Joshua Sherwood"
4424,"APDT: An Agile Planning Tool for Digital Tabletops","Tools for Agility","Demonstration","30 minutes","Sheraton Hall A","Tuesday 10:45-12:15","Xin Wang","Frank Maurer"
4663,"Maven and Continuum - building an ecosystem for Agile builds and testing","Tools for Agility","Tutorial","180 minutes","Sheraton Hall A","Tuesday 14:00-15:30, Tuesday 16:00-17:30","Christian Gruber",
3337,"Critical Chain AND Agile - best of friends","Tools for Agility","Tutorial","90 minutes","Sheraton Hall A","Wednesday 08:30-10:00","clarke ching",
280,"Tools, Frameworks and Libraries: the Devil's work or Manna from Heaven?","Tools for Agility","Workshop","90 minutes","Sheraton Hall A","Wednesday 10:30-12:00","Mike Hill",
925,"Drifting Toward Invisibility: the transition to the electronic task board","Tools for Agility","Experience report","30 minutes","Sheraton Hall A","Wednesday 14:00-15:30","Tom Perry",
1929," Pushing the boundaries of testing and Continuous Integration","Tools for Agility","Experience report","30 minutes","Sheraton Hall A","Wednesday 14:00-15:30","Fabrizio Cannizzo","Raghav Ramesh"
3791,"Migrating from SharePoint to a Better Scrum Tool","Tools for Agility","Experience report","30 minutes","Sheraton Hall A","Wednesday 14:00-15:30","Edward Uy","Rene Rosendahl"
2959,"Itâ€™s Our Schedule, Letâ€™s Manage It! (Backlogs & Burndowns as tools for Agile Project Planning)","Tools for Agility","Tutorial","90 minutes","Sheraton Hall A","Wednesday 16:00-17:30","Kelly Weyrauch",
4652,"Using Agile engineering tools and practices to achieve Organizational Change","Tools for Agility","Talk","90 minutes","Sheraton Hall A","Thursday 08:30-10:00","Christian Gruber",
506,"Evolution of the Tools and Practices of a Large Distributed Agile Team","Tools for Agility","Experience report","30 minutes","Sheraton Hall A","Thursday 10:30-12:00","Fabrizio Cannizzo","Paul Moser"
2819,"Adopting agile testing practices when legacy tools and practices rule !","Tools for Agility","Talk","30 minutes","Sheraton Hall A","Thursday 10:30-12:00","Xavier Warzee",
276,"JDemo - lightweight exploratory developer testing","Tools for Agility","Talk","90 minutes","Sheraton Hall A","Thursday 14:00-15:30","Ilja PreuÃŸ",
3435,"JTestMe - improving test feedback and reducing build times with dynamically defined optimised smoke tests","Tools for Agility","Demonstration","30 minutes","Sheraton Hall A","Thursday 16:00-17:30","Joshua Graham",
4350,"Workshop on build/test grids and selective testing tools","Tools for Agility","Workshop","90 minutes","Sheraton Hall A","Thursday 16:00-17:30","David Vydra",
3218,"Collaboration Explained--Tools for Facilitating Real Agile Teams","Tools for Agility","Tutorial","90 minutes","Sheraton Hall A","Friday 08:30-10:00","Jean Tabaka",
3070,"Test-Driven Ajax","Tools for Agility","Talk","90 minutes","Sheraton Hall B","Tuesday 10:45-12:15","Johannes Link",
5043,"Mastering Selenium","Tools for Agility","Tutorial","90 minutes","Sheraton Hall B","Tuesday 14:00-15:30","John Tangney",
4491,"Open source performance testing tools for the web","Tools for Agility","Talk","90 minutes","Sheraton Hall B","Tuesday 16:00-17:30","Paul King","Dalton Cranston"
4713,"Boosting your testing productivity with Groovy","Tools for Agility","Tutorial","180 minutes","Sheraton Hall B","Wednesday 08:30-10:00, Wednesday 10:30-12:00","Andres Almiray","Ixchel Ruiz"
4746,"Narrative Testing: Tools for Story Test Driven Development","Tools for Agility","Tutorial","90 minutes","Sheraton Hall B","Wednesday 14:00-15:30","Michael Phoenix","Rand Huso"
1232,"Executable User Stories with RSpec and BDD","Tools for Agility","Demonstration","90 minutes","Sheraton Hall B","Wednesday 16:00-17:30","Aslak HellesÃ¸y",
1702,"Text-based Acceptance Testing using TextTest","Tools for Agility","Demonstration","90 minutes","Sheraton Hall B","Thursday 08:30-10:00","Geoffrey Bache","Emily Bache"
4855,"Domain Specific Testing Languages","Tools for Agility","Tutorial","90 minutes","Sheraton Hall B","Thursday 10:30-12:00","Michael Phoenix","Rand Huso"
446,"FitNesse Demo","Tools for Agility","Tutorial","90 minutes","Sheraton Hall B","Thursday 14:00-15:30","Naresh Jain",
400,"Effective test-driven database development","Tools for Agility","Demonstration","90 minutes","Sheraton Hall B","Thursday 16:00-17:30","Gojko Adzic","Marisa Seal"
2615,"Test Driven Development for Data Management projects using FIT4Data","Tools for Agility","Demonstration","90 minutes","Sheraton Hall B","Friday 08:30-10:00","Adrian Mowat",
65,"A Model for Questioning Agile","Questioning Agile","Talk","60 minutes","Conference F","Tuesday 10:45-12:15","Jon Bach","Scott Barber"
4363,"Trying to save a Scrum implementation using Lean Principles and Artifacts","Questioning Agile","Talk","30 minutes","Conference F","Tuesday 10:45-12:15","Rafael Santos",
4331,"Big Ball of Mud","Questioning Agile","Talk","90 minutes","Conference F","Tuesday 14:00-15:30","Brian Foote",
3853,"Scale Back: Small is Beautiful","Questioning Agile","Workshop","30 minutes","Conference F","Tuesday 16:00-17:30","Tobias Mayer",
4891,"Agile is Groovy, Testing is Square","Questioning Agile","Talk","60 minutes","Conference F","Tuesday 16:00-17:30","James Lyndsay",
1336,"Constituencies and Concerns, Reactions and Aspirations in Developing a Software System - Rev 0.5","Questioning Agile","Other","90 minutes","Conference F","Wednesday 08:30-10:00","James Bullock",
4462,"The State of IT - Is Agile a symptom of an industry in a midlife crisis? ","Questioning Agile","Talk","90 minutes","Conference F","Wednesday 10:30-12:00","Olav Maassen","Machiel Groeneveld"
1157,"Agile in Practice: What is ACTUALLY Going On Out There","Questioning Agile","Talk","30 minutes","Conference F","Wednesday 14:00-15:30","Scott Ambler",
4264,"Why Business Isn't Agile","Questioning Agile","Talk","30 minutes","Conference F","Wednesday 14:00-15:30","Kevin Brennan",
4904,"When Agile Estimating is not Sufficient - Five Collaborative Techniques to use for Estimating Software Projects Up Front","Questioning Agile","Talk","30 minutes","Conference F","Wednesday 14:00-15:30","Kjetil MolÃ¸kken-Ã˜stvold",
3903,"Calling All Agile Skeptics, The Curious, and Die-Hard non-Agile","Questioning Agile","Workshop","90 minutes","Conference F","Wednesday 16:00-17:30","Damon Poole",
3144,"That's Not Agile! Removing Religion From Software Development","Questioning Agile","Workshop","90 minutes","Conference F","Thursday 08:30-10:00","Doug Bradbury",
4058,"Why So Little Questioning?  Skeptical Humanist Seeks Same for Discrete Afternoon Encounters","Questioning Agile","Other","90 minutes","Conference F","Thursday 10:30-12:00","Michael Bolton",
3513,"How much compromise is too much â€“ when is Agile no longer agile?","Questioning Agile","Workshop","90 minutes","Conference F","Thursday 14:00-15:30","Bob Screptock","Julie Brooks"
3292,"Successful Open Source, with little or no Agile","Questioning Agile","Panel","90 minutes","Conference F","Thursday 16:00-17:30","Dennis Byrne","Naresh Jain"
4160,"Questioning the Perception of Agile","Questioning Agile","Workshop","90 minutes","Conference F","Friday 08:30-10:00","Damon Poole",
3569,"The Tester Who Came In From the Cold: Helping Testers Make an Agile Transition","Committing to Quality","Tutorial","90 minutes","Conference D","Tuesday 10:45-12:15","Janet Gregory","Lisa Crispin"
306,"Build Analysis: Questions Answered, Questions Raised","Committing to Quality","Talk","30 minutes","Conference D","Tuesday 14:00-15:30","Adam Goucher",
4953,"Software is a Princess, Another Mattress Won't Help - Why Small Things Matter in Agile","Committing to Quality","Talk","60 minutes","Conference D","Tuesday 14:00-15:30","Patrick Farley","Zak Tamsen"
4297,"Agile Deployment:  Lean Configuration Management and Deployment Strategies for the Agile SaaS Enterprise","Committing to Quality","Talk","60 minutes","Conference D","Tuesday 16:00-17:30","Robert Benefield",
4937,"Fast & Predictable â€“ A Lightweight Release Framework Promotes Agility through Rhythm and Flow","Committing to Quality","Experience report","30 minutes","Conference D","Tuesday 16:00-17:30","amy farrow","Steve Greene"
2550,"XUnit Test Patterns and Smells"," Improving Test Code and Testability Through Refactoring","Committing to Quality","Tutorial","180 minutes","Conference D","Wednesday 08:30-10:00, Wednesday 10:30-12:00","Gerard Meszaros"
2646,"Skills for the Agile Designer","Committing to Quality","Tutorial","180 minutes","Conference D","Wednesday 14:00-15:30, Wednesday 16:00-17:30","Rebecca Wirfs-Brock",
568,"Using TDD with Concurrent Applications","Committing to Quality","Workshop","180 minutes","Conference D","Thursday 08:30-10:00, Thursday 10:30-12:00","Brett Schuchert","David Nunn"
1659,"What Is Your Unit Testing Philosophy?","Committing to Quality","Tutorial","90 minutes","Conference D","Thursday 14:00-15:30","Alistair McKinnell","Jason Cheong-Kee-You"
2795,"Measuring the Effect of TDD","Committing to Quality","Workshop","90 minutes","Conference D","Thursday 16:00-17:30","Keith Braithwaite",
2109,"Effective Pairing: The Good, the Bad, and the Ugly","Committing to Quality","Demonstration","90 minutes","Conference D","Friday 08:30-10:00","Dave Nicolette",
